datetime,patient_visits,patient_types,visit_times,patient_type_1,visit_time_1,patient_type_2,visit_time_2,patient_type_3,visit_time_3,patient_type_4,visit_time_4,patient_type_5,visit_time_5,patient_type_6,visit_time_6,patient_type_7,visit_time_7,patient_type_8,visit_time_8
2019-05-16 06:59:00,5,['A' 'B' 'A' 'B' 'B'],"[Timestamp('2019-05-16 06:11:00'), Timestamp('2019-05-16 06:46:00'), Timestamp('2019-05-16 06:36:00'), Timestamp('2019-05-16 06:16:00'), Timestamp('2019-05-16 06:18:00')]",A,2019-05-16 06:11:00,B,2019-05-16 06:46:00,A,2019-05-16 06:36:00,B,2019-05-16 06:16:00,B,2019-05-16 06:18:00,,,,,,
2019-05-16 07:59:00,4,['A' 'B' 'B' 'B'],"[Timestamp('2019-05-16 07:09:00'), Timestamp('2019-05-16 07:29:00'), Timestamp('2019-05-16 07:07:00'), Timestamp('2019-05-16 07:08:00')]",A,2019-05-16 07:09:00,B,2019-05-16 07:29:00,B,2019-05-16 07:07:00,B,2019-05-16 07:08:00,,,,,,,,
2019-05-16 08:59:00,3,['B' 'D' 'A'],"[Timestamp('2019-05-16 08:38:00'), Timestamp('2019-05-16 08:56:00'), Timestamp('2019-05-16 08:03:00')]",B,2019-05-16 08:38:00,D,2019-05-16 08:56:00,A,2019-05-16 08:03:00,,,,,,,,,,
2019-05-16 09:59:00,5,['A' 'C' 'D' 'B' 'B'],"[Timestamp('2019-05-16 09:02:00'), Timestamp('2019-05-16 09:03:00'), Timestamp('2019-05-16 09:26:00'), Timestamp('2019-05-16 09:35:00'), Timestamp('2019-05-16 09:30:00')]",A,2019-05-16 09:02:00,C,2019-05-16 09:03:00,D,2019-05-16 09:26:00,B,2019-05-16 09:35:00,B,2019-05-16 09:30:00,,,,,,
2019-05-16 10:59:00,6,['C' 'B' 'D' 'B' 'D' 'C'],"[Timestamp('2019-05-16 10:44:00'), Timestamp('2019-05-16 10:50:00'), Timestamp('2019-05-16 10:15:00'), Timestamp('2019-05-16 10:22:00'), Timestamp('2019-05-16 10:39:00'), Timestamp('2019-05-16 10:37:00')]",C,2019-05-16 10:44:00,B,2019-05-16 10:50:00,D,2019-05-16 10:15:00,B,2019-05-16 10:22:00,D,2019-05-16 10:39:00,C,2019-05-16 10:37:00,,,,
2019-05-16 11:59:00,3,['B' 'A' 'A'],"[Timestamp('2019-05-16 11:32:00'), Timestamp('2019-05-16 11:37:00'), Timestamp('2019-05-16 11:09:00')]",B,2019-05-16 11:32:00,A,2019-05-16 11:37:00,A,2019-05-16 11:09:00,,,,,,,,,,
2019-05-16 12:59:00,2,['A' 'B'],"[Timestamp('2019-05-16 12:03:00'), Timestamp('2019-05-16 12:05:00')]",A,2019-05-16 12:03:00,B,2019-05-16 12:05:00,,,,,,,,,,,,
2019-05-16 13:59:00,4,['B' 'B' 'D' 'B'],"[Timestamp('2019-05-16 13:08:00'), Timestamp('2019-05-16 13:20:00'), Timestamp('2019-05-16 13:09:00'), Timestamp('2019-05-16 13:29:00')]",B,2019-05-16 13:08:00,B,2019-05-16 13:20:00,D,2019-05-16 13:09:00,B,2019-05-16 13:29:00,,,,,,,,
2019-05-16 14:59:00,3,['C' 'C' 'B'],"[Timestamp('2019-05-16 14:22:00'), Timestamp('2019-05-16 14:14:00'), Timestamp('2019-05-16 14:11:00')]",C,2019-05-16 14:22:00,C,2019-05-16 14:14:00,B,2019-05-16 14:11:00,,,,,,,,,,
2019-05-16 15:59:00,3,['A' 'D' 'A'],"[Timestamp('2019-05-16 15:47:00'), Timestamp('2019-05-16 15:05:00'), Timestamp('2019-05-16 15:32:00')]",A,2019-05-16 15:47:00,D,2019-05-16 15:05:00,A,2019-05-16 15:32:00,,,,,,,,,,
2019-05-16 16:59:00,4,['C' 'D' 'C' 'A'],"[Timestamp('2019-05-16 16:33:00'), Timestamp('2019-05-16 16:39:00'), Timestamp('2019-05-16 16:41:00'), Timestamp('2019-05-16 16:45:00')]",C,2019-05-16 16:33:00,D,2019-05-16 16:39:00,C,2019-05-16 16:41:00,A,2019-05-16 16:45:00,,,,,,,,
2019-05-16 17:59:00,4,['B' 'D' 'A' 'D'],"[Timestamp('2019-05-16 17:25:00'), Timestamp('2019-05-16 17:41:00'), Timestamp('2019-05-16 17:38:00'), Timestamp('2019-05-16 17:19:00')]",B,2019-05-16 17:25:00,D,2019-05-16 17:41:00,A,2019-05-16 17:38:00,D,2019-05-16 17:19:00,,,,,,,,
2019-05-16 18:59:00,4,['B' 'B' 'D' 'A'],"[Timestamp('2019-05-16 18:06:00'), Timestamp('2019-05-16 18:48:00'), Timestamp('2019-05-16 18:25:00'), Timestamp('2019-05-16 18:04:00')]",B,2019-05-16 18:06:00,B,2019-05-16 18:48:00,D,2019-05-16 18:25:00,A,2019-05-16 18:04:00,,,,,,,,
2019-05-16 19:59:00,3,['B' 'A' 'D'],"[Timestamp('2019-05-16 19:06:00'), Timestamp('2019-05-16 19:42:00'), Timestamp('2019-05-16 19:22:00')]",B,2019-05-16 19:06:00,A,2019-05-16 19:42:00,D,2019-05-16 19:22:00,,,,,,,,,,
2019-05-16 20:59:00,6,['C' 'D' 'D' 'A' 'B' 'C'],"[Timestamp('2019-05-16 20:39:00'), Timestamp('2019-05-16 20:19:00'), Timestamp('2019-05-16 20:56:00'), Timestamp('2019-05-16 20:15:00'), Timestamp('2019-05-16 20:39:00'), Timestamp('2019-05-16 20:58:00')]",C,2019-05-16 20:39:00,D,2019-05-16 20:19:00,D,2019-05-16 20:56:00,A,2019-05-16 20:15:00,B,2019-05-16 20:39:00,C,2019-05-16 20:58:00,,,,
2019-05-16 21:59:00,4,['D' 'B' 'B' 'A'],"[Timestamp('2019-05-16 21:23:00'), Timestamp('2019-05-16 21:07:00'), Timestamp('2019-05-16 21:46:00'), Timestamp('2019-05-16 21:20:00')]",D,2019-05-16 21:23:00,B,2019-05-16 21:07:00,B,2019-05-16 21:46:00,A,2019-05-16 21:20:00,,,,,,,,
2019-05-16 22:59:00,2,['B' 'A'],"[Timestamp('2019-05-16 22:12:00'), Timestamp('2019-05-16 22:57:00')]",B,2019-05-16 22:12:00,A,2019-05-16 22:57:00,,,,,,,,,,,,
2019-05-16 23:59:00,6,['B' 'B' 'C' 'B' 'B' 'A'],"[Timestamp('2019-05-16 23:10:00'), Timestamp('2019-05-16 23:11:00'), Timestamp('2019-05-16 23:46:00'), Timestamp('2019-05-16 23:36:00'), Timestamp('2019-05-16 23:57:00'), Timestamp('2019-05-16 23:52:00')]",B,2019-05-16 23:10:00,B,2019-05-16 23:11:00,C,2019-05-16 23:46:00,B,2019-05-16 23:36:00,B,2019-05-16 23:57:00,A,2019-05-16 23:52:00,,,,
2019-05-17 00:59:00,4,['A' 'D' 'B' 'B'],"[Timestamp('2019-05-17 00:31:00'), Timestamp('2019-05-17 00:37:00'), Timestamp('2019-05-17 00:35:00'), Timestamp('2019-05-17 00:32:00')]",A,2019-05-17 00:31:00,D,2019-05-17 00:37:00,B,2019-05-17 00:35:00,B,2019-05-17 00:32:00,,,,,,,,
2019-05-17 01:59:00,5,['A' 'A' 'C' 'C' 'C'],"[Timestamp('2019-05-17 01:02:00'), Timestamp('2019-05-17 01:46:00'), Timestamp('2019-05-17 01:13:00'), Timestamp('2019-05-17 01:35:00'), Timestamp('2019-05-17 01:15:00')]",A,2019-05-17 01:02:00,A,2019-05-17 01:46:00,C,2019-05-17 01:13:00,C,2019-05-17 01:35:00,C,2019-05-17 01:15:00,,,,,,
2019-05-17 02:59:00,3,['B' 'B' 'A'],"[Timestamp('2019-05-17 02:33:00'), Timestamp('2019-05-17 02:31:00'), Timestamp('2019-05-17 02:18:00')]",B,2019-05-17 02:33:00,B,2019-05-17 02:31:00,A,2019-05-17 02:18:00,,,,,,,,,,
2019-05-17 03:59:00,5,['A' 'C' 'D' 'C' 'B'],"[Timestamp('2019-05-17 03:27:00'), Timestamp('2019-05-17 03:12:00'), Timestamp('2019-05-17 03:18:00'), Timestamp('2019-05-17 03:35:00'), Timestamp('2019-05-17 03:28:00')]",A,2019-05-17 03:27:00,C,2019-05-17 03:12:00,D,2019-05-17 03:18:00,C,2019-05-17 03:35:00,B,2019-05-17 03:28:00,,,,,,
2019-05-17 04:59:00,4,['D' 'D' 'C' 'A'],"[Timestamp('2019-05-17 04:44:00'), Timestamp('2019-05-17 04:51:00'), Timestamp('2019-05-17 04:48:00'), Timestamp('2019-05-17 04:46:00')]",D,2019-05-17 04:44:00,D,2019-05-17 04:51:00,C,2019-05-17 04:48:00,A,2019-05-17 04:46:00,,,,,,,,
2019-05-17 05:59:00,4,['D' 'B' 'A' 'A'],"[Timestamp('2019-05-17 05:10:00'), Timestamp('2019-05-17 05:13:00'), Timestamp('2019-05-17 05:13:00'), Timestamp('2019-05-17 05:15:00')]",D,2019-05-17 05:10:00,B,2019-05-17 05:13:00,A,2019-05-17 05:13:00,A,2019-05-17 05:15:00,,,,,,,,
2019-05-17 06:59:00,4,['B' 'B' 'B' 'B'],"[Timestamp('2019-05-17 06:40:00'), Timestamp('2019-05-17 06:01:00'), Timestamp('2019-05-17 06:32:00'), Timestamp('2019-05-17 06:09:00')]",B,2019-05-17 06:40:00,B,2019-05-17 06:01:00,B,2019-05-17 06:32:00,B,2019-05-17 06:09:00,,,,,,,,
2019-05-17 07:59:00,4,['D' 'B' 'A' 'B'],"[Timestamp('2019-05-17 07:14:00'), Timestamp('2019-05-17 07:30:00'), Timestamp('2019-05-17 07:55:00'), Timestamp('2019-05-17 07:02:00')]",D,2019-05-17 07:14:00,B,2019-05-17 07:30:00,A,2019-05-17 07:55:00,B,2019-05-17 07:02:00,,,,,,,,
2019-05-17 08:59:00,3,['C' 'B' 'B'],"[Timestamp('2019-05-17 08:29:00'), Timestamp('2019-05-17 08:24:00'), Timestamp('2019-05-17 08:11:00')]",C,2019-05-17 08:29:00,B,2019-05-17 08:24:00,B,2019-05-17 08:11:00,,,,,,,,,,
2019-05-17 09:59:00,3,['C' 'C' 'A'],"[Timestamp('2019-05-17 09:24:00'), Timestamp('2019-05-17 09:15:00'), Timestamp('2019-05-17 09:18:00')]",C,2019-05-17 09:24:00,C,2019-05-17 09:15:00,A,2019-05-17 09:18:00,,,,,,,,,,
2019-05-17 10:59:00,4,['B' 'C' 'A' 'D'],"[Timestamp('2019-05-17 10:40:00'), Timestamp('2019-05-17 10:40:00'), Timestamp('2019-05-17 10:11:00'), Timestamp('2019-05-17 10:16:00')]",B,2019-05-17 10:40:00,C,2019-05-17 10:40:00,A,2019-05-17 10:11:00,D,2019-05-17 10:16:00,,,,,,,,
2019-05-17 11:59:00,4,['C' 'D' 'C' 'B'],"[Timestamp('2019-05-17 11:39:00'), Timestamp('2019-05-17 11:57:00'), Timestamp('2019-05-17 11:50:00'), Timestamp('2019-05-17 11:54:00')]",C,2019-05-17 11:39:00,D,2019-05-17 11:57:00,C,2019-05-17 11:50:00,B,2019-05-17 11:54:00,,,,,,,,
2019-05-17 12:59:00,5,['B' 'B' 'C' 'A' 'C'],"[Timestamp('2019-05-17 12:18:00'), Timestamp('2019-05-17 12:34:00'), Timestamp('2019-05-17 12:06:00'), Timestamp('2019-05-17 12:18:00'), Timestamp('2019-05-17 12:46:00')]",B,2019-05-17 12:18:00,B,2019-05-17 12:34:00,C,2019-05-17 12:06:00,A,2019-05-17 12:18:00,C,2019-05-17 12:46:00,,,,,,
2019-05-17 13:59:00,3,['B' 'D' 'A'],"[Timestamp('2019-05-17 13:09:00'), Timestamp('2019-05-17 13:56:00'), Timestamp('2019-05-17 13:57:00')]",B,2019-05-17 13:09:00,D,2019-05-17 13:56:00,A,2019-05-17 13:57:00,,,,,,,,,,
2019-05-17 14:59:00,4,['B' 'D' 'B' 'A'],"[Timestamp('2019-05-17 14:39:00'), Timestamp('2019-05-17 14:27:00'), Timestamp('2019-05-17 14:13:00'), Timestamp('2019-05-17 14:13:00')]",B,2019-05-17 14:39:00,D,2019-05-17 14:27:00,B,2019-05-17 14:13:00,A,2019-05-17 14:13:00,,,,,,,,
2019-05-17 15:59:00,5,['B' 'A' 'B' 'B' 'A'],"[Timestamp('2019-05-17 15:17:00'), Timestamp('2019-05-17 15:17:00'), Timestamp('2019-05-17 15:39:00'), Timestamp('2019-05-17 15:43:00'), Timestamp('2019-05-17 15:25:00')]",B,2019-05-17 15:17:00,A,2019-05-17 15:17:00,B,2019-05-17 15:39:00,B,2019-05-17 15:43:00,A,2019-05-17 15:25:00,,,,,,
2019-05-17 16:59:00,4,['B' 'B' 'B' 'D'],"[Timestamp('2019-05-17 16:21:00'), Timestamp('2019-05-17 16:15:00'), Timestamp('2019-05-17 16:30:00'), Timestamp('2019-05-17 16:38:00')]",B,2019-05-17 16:21:00,B,2019-05-17 16:15:00,B,2019-05-17 16:30:00,D,2019-05-17 16:38:00,,,,,,,,
2019-05-17 17:59:00,4,['B' 'A' 'A' 'A'],"[Timestamp('2019-05-17 17:49:00'), Timestamp('2019-05-17 17:07:00'), Timestamp('2019-05-17 17:17:00'), Timestamp('2019-05-17 17:47:00')]",B,2019-05-17 17:49:00,A,2019-05-17 17:07:00,A,2019-05-17 17:17:00,A,2019-05-17 17:47:00,,,,,,,,
2019-05-17 18:59:00,4,['B' 'C' 'D' 'B'],"[Timestamp('2019-05-17 18:55:00'), Timestamp('2019-05-17 18:21:00'), Timestamp('2019-05-17 18:30:00'), Timestamp('2019-05-17 18:07:00')]",B,2019-05-17 18:55:00,C,2019-05-17 18:21:00,D,2019-05-17 18:30:00,B,2019-05-17 18:07:00,,,,,,,,
2019-05-17 19:59:00,4,['C' 'B' 'B' 'A'],"[Timestamp('2019-05-17 19:53:00'), Timestamp('2019-05-17 19:30:00'), Timestamp('2019-05-17 19:31:00'), Timestamp('2019-05-17 19:56:00')]",C,2019-05-17 19:53:00,B,2019-05-17 19:30:00,B,2019-05-17 19:31:00,A,2019-05-17 19:56:00,,,,,,,,
2019-05-17 20:59:00,3,['A' 'B' 'C'],"[Timestamp('2019-05-17 20:23:00'), Timestamp('2019-05-17 20:18:00'), Timestamp('2019-05-17 20:33:00')]",A,2019-05-17 20:23:00,B,2019-05-17 20:18:00,C,2019-05-17 20:33:00,,,,,,,,,,
2019-05-17 21:59:00,4,['C' 'A' 'C' 'B'],"[Timestamp('2019-05-17 21:06:00'), Timestamp('2019-05-17 21:29:00'), Timestamp('2019-05-17 21:03:00'), Timestamp('2019-05-17 21:07:00')]",C,2019-05-17 21:06:00,A,2019-05-17 21:29:00,C,2019-05-17 21:03:00,B,2019-05-17 21:07:00,,,,,,,,
2019-05-17 22:59:00,6,['C' 'B' 'B' 'D' 'A' 'A'],"[Timestamp('2019-05-17 22:51:00'), Timestamp('2019-05-17 22:26:00'), Timestamp('2019-05-17 22:03:00'), Timestamp('2019-05-17 22:46:00'), Timestamp('2019-05-17 22:55:00'), Timestamp('2019-05-17 22:49:00')]",C,2019-05-17 22:51:00,B,2019-05-17 22:26:00,B,2019-05-17 22:03:00,D,2019-05-17 22:46:00,A,2019-05-17 22:55:00,A,2019-05-17 22:49:00,,,,
2019-05-17 23:59:00,5,['A' 'C' 'B' 'A' 'C'],"[Timestamp('2019-05-17 23:14:00'), Timestamp('2019-05-17 23:05:00'), Timestamp('2019-05-17 23:39:00'), Timestamp('2019-05-17 23:49:00'), Timestamp('2019-05-17 23:30:00')]",A,2019-05-17 23:14:00,C,2019-05-17 23:05:00,B,2019-05-17 23:39:00,A,2019-05-17 23:49:00,C,2019-05-17 23:30:00,,,,,,
2019-05-18 00:59:00,4,['C' 'A' 'B' 'C'],"[Timestamp('2019-05-18 00:08:00'), Timestamp('2019-05-18 00:54:00'), Timestamp('2019-05-18 00:07:00'), Timestamp('2019-05-18 00:18:00')]",C,2019-05-18 00:08:00,A,2019-05-18 00:54:00,B,2019-05-18 00:07:00,C,2019-05-18 00:18:00,,,,,,,,
2019-05-18 01:59:00,2,['D' 'A'],"[Timestamp('2019-05-18 01:28:00'), Timestamp('2019-05-18 01:21:00')]",D,2019-05-18 01:28:00,A,2019-05-18 01:21:00,,,,,,,,,,,,
2019-05-18 02:59:00,3,['B' 'B' 'D'],"[Timestamp('2019-05-18 02:05:00'), Timestamp('2019-05-18 02:53:00'), Timestamp('2019-05-18 02:47:00')]",B,2019-05-18 02:05:00,B,2019-05-18 02:53:00,D,2019-05-18 02:47:00,,,,,,,,,,
2019-05-18 03:59:00,4,['B' 'C' 'A' 'A'],"[Timestamp('2019-05-18 03:51:00'), Timestamp('2019-05-18 03:17:00'), Timestamp('2019-05-18 03:07:00'), Timestamp('2019-05-18 03:49:00')]",B,2019-05-18 03:51:00,C,2019-05-18 03:17:00,A,2019-05-18 03:07:00,A,2019-05-18 03:49:00,,,,,,,,
2019-05-18 04:59:00,6,['B' 'D' 'B' 'C' 'C' 'C'],"[Timestamp('2019-05-18 04:14:00'), Timestamp('2019-05-18 04:51:00'), Timestamp('2019-05-18 04:41:00'), Timestamp('2019-05-18 04:04:00'), Timestamp('2019-05-18 04:47:00'), Timestamp('2019-05-18 04:29:00')]",B,2019-05-18 04:14:00,D,2019-05-18 04:51:00,B,2019-05-18 04:41:00,C,2019-05-18 04:04:00,C,2019-05-18 04:47:00,C,2019-05-18 04:29:00,,,,
2019-05-18 05:59:00,4,['A' 'C' 'A' 'B'],"[Timestamp('2019-05-18 05:28:00'), Timestamp('2019-05-18 05:31:00'), Timestamp('2019-05-18 05:32:00'), Timestamp('2019-05-18 05:30:00')]",A,2019-05-18 05:28:00,C,2019-05-18 05:31:00,A,2019-05-18 05:32:00,B,2019-05-18 05:30:00,,,,,,,,
2019-05-18 06:59:00,3,['B' 'D' 'B'],"[Timestamp('2019-05-18 06:12:00'), Timestamp('2019-05-18 06:42:00'), Timestamp('2019-05-18 06:26:00')]",B,2019-05-18 06:12:00,D,2019-05-18 06:42:00,B,2019-05-18 06:26:00,,,,,,,,,,
2019-05-18 07:59:00,3,['A' 'A' 'B'],"[Timestamp('2019-05-18 07:06:00'), Timestamp('2019-05-18 07:27:00'), Timestamp('2019-05-18 07:24:00')]",A,2019-05-18 07:06:00,A,2019-05-18 07:27:00,B,2019-05-18 07:24:00,,,,,,,,,,
2019-05-18 08:59:00,4,['A' 'C' 'C' 'C'],"[Timestamp('2019-05-18 08:01:00'), Timestamp('2019-05-18 08:56:00'), Timestamp('2019-05-18 08:08:00'), Timestamp('2019-05-18 08:39:00')]",A,2019-05-18 08:01:00,C,2019-05-18 08:56:00,C,2019-05-18 08:08:00,C,2019-05-18 08:39:00,,,,,,,,
2019-05-18 09:59:00,5,['B' 'A' 'B' 'A' 'A'],"[Timestamp('2019-05-18 09:10:00'), Timestamp('2019-05-18 09:19:00'), Timestamp('2019-05-18 09:36:00'), Timestamp('2019-05-18 09:17:00'), Timestamp('2019-05-18 09:14:00')]",B,2019-05-18 09:10:00,A,2019-05-18 09:19:00,B,2019-05-18 09:36:00,A,2019-05-18 09:17:00,A,2019-05-18 09:14:00,,,,,,
2019-05-18 10:59:00,3,['A' 'B' 'A'],"[Timestamp('2019-05-18 10:30:00'), Timestamp('2019-05-18 10:20:00'), Timestamp('2019-05-18 10:50:00')]",A,2019-05-18 10:30:00,B,2019-05-18 10:20:00,A,2019-05-18 10:50:00,,,,,,,,,,
2019-05-18 11:59:00,5,['A' 'B' 'A' 'B' 'B'],"[Timestamp('2019-05-18 11:42:00'), Timestamp('2019-05-18 11:49:00'), Timestamp('2019-05-18 11:30:00'), Timestamp('2019-05-18 11:27:00'), Timestamp('2019-05-18 11:35:00')]",A,2019-05-18 11:42:00,B,2019-05-18 11:49:00,A,2019-05-18 11:30:00,B,2019-05-18 11:27:00,B,2019-05-18 11:35:00,,,,,,
2019-05-18 12:59:00,5,['B' 'A' 'B' 'A' 'B'],"[Timestamp('2019-05-18 12:49:00'), Timestamp('2019-05-18 12:11:00'), Timestamp('2019-05-18 12:30:00'), Timestamp('2019-05-18 12:46:00'), Timestamp('2019-05-18 12:33:00')]",B,2019-05-18 12:49:00,A,2019-05-18 12:11:00,B,2019-05-18 12:30:00,A,2019-05-18 12:46:00,B,2019-05-18 12:33:00,,,,,,
2019-05-18 13:59:00,3,['C' 'D' 'D'],"[Timestamp('2019-05-18 13:44:00'), Timestamp('2019-05-18 13:34:00'), Timestamp('2019-05-18 13:41:00')]",C,2019-05-18 13:44:00,D,2019-05-18 13:34:00,D,2019-05-18 13:41:00,,,,,,,,,,
2019-05-18 14:59:00,5,['A' 'D' 'A' 'B' 'A'],"[Timestamp('2019-05-18 14:58:00'), Timestamp('2019-05-18 14:21:00'), Timestamp('2019-05-18 14:54:00'), Timestamp('2019-05-18 14:50:00'), Timestamp('2019-05-18 14:24:00')]",A,2019-05-18 14:58:00,D,2019-05-18 14:21:00,A,2019-05-18 14:54:00,B,2019-05-18 14:50:00,A,2019-05-18 14:24:00,,,,,,
2019-05-18 15:59:00,5,['B' 'A' 'A' 'A' 'A'],"[Timestamp('2019-05-18 15:52:00'), Timestamp('2019-05-18 15:05:00'), Timestamp('2019-05-18 15:10:00'), Timestamp('2019-05-18 15:21:00'), Timestamp('2019-05-18 15:05:00')]",B,2019-05-18 15:52:00,A,2019-05-18 15:05:00,A,2019-05-18 15:10:00,A,2019-05-18 15:21:00,A,2019-05-18 15:05:00,,,,,,
2019-05-18 16:59:00,4,['A' 'A' 'B' 'D'],"[Timestamp('2019-05-18 16:31:00'), Timestamp('2019-05-18 16:25:00'), Timestamp('2019-05-18 16:11:00'), Timestamp('2019-05-18 16:55:00')]",A,2019-05-18 16:31:00,A,2019-05-18 16:25:00,B,2019-05-18 16:11:00,D,2019-05-18 16:55:00,,,,,,,,
2019-05-18 17:59:00,4,['C' 'B' 'C' 'C'],"[Timestamp('2019-05-18 17:51:00'), Timestamp('2019-05-18 17:07:00'), Timestamp('2019-05-18 17:19:00'), Timestamp('2019-05-18 17:27:00')]",C,2019-05-18 17:51:00,B,2019-05-18 17:07:00,C,2019-05-18 17:19:00,C,2019-05-18 17:27:00,,,,,,,,
2019-05-18 18:59:00,6,['D' 'C' 'A' 'B' 'A' 'A'],"[Timestamp('2019-05-18 18:23:00'), Timestamp('2019-05-18 18:03:00'), Timestamp('2019-05-18 18:00:00'), Timestamp('2019-05-18 18:23:00'), Timestamp('2019-05-18 18:21:00'), Timestamp('2019-05-18 18:04:00')]",D,2019-05-18 18:23:00,C,2019-05-18 18:03:00,A,2019-05-18 18:00:00,B,2019-05-18 18:23:00,A,2019-05-18 18:21:00,A,2019-05-18 18:04:00,,,,
2019-05-18 19:59:00,6,['B' 'B' 'D' 'B' 'A' 'C'],"[Timestamp('2019-05-18 19:19:00'), Timestamp('2019-05-18 19:15:00'), Timestamp('2019-05-18 19:50:00'), Timestamp('2019-05-18 19:00:00'), Timestamp('2019-05-18 19:02:00'), Timestamp('2019-05-18 19:16:00')]",B,2019-05-18 19:19:00,B,2019-05-18 19:15:00,D,2019-05-18 19:50:00,B,2019-05-18 19:00:00,A,2019-05-18 19:02:00,C,2019-05-18 19:16:00,,,,
2019-05-18 20:59:00,2,['C' 'A'],"[Timestamp('2019-05-18 20:27:00'), Timestamp('2019-05-18 20:19:00')]",C,2019-05-18 20:27:00,A,2019-05-18 20:19:00,,,,,,,,,,,,
2019-05-18 21:59:00,6,['A' 'B' 'B' 'B' 'B' 'A'],"[Timestamp('2019-05-18 21:14:00'), Timestamp('2019-05-18 21:32:00'), Timestamp('2019-05-18 21:09:00'), Timestamp('2019-05-18 21:57:00'), Timestamp('2019-05-18 21:26:00'), Timestamp('2019-05-18 21:26:00')]",A,2019-05-18 21:14:00,B,2019-05-18 21:32:00,B,2019-05-18 21:09:00,B,2019-05-18 21:57:00,B,2019-05-18 21:26:00,A,2019-05-18 21:26:00,,,,
2019-05-18 22:59:00,5,['B' 'B' 'C' 'B' 'C'],"[Timestamp('2019-05-18 22:51:00'), Timestamp('2019-05-18 22:28:00'), Timestamp('2019-05-18 22:20:00'), Timestamp('2019-05-18 22:55:00'), Timestamp('2019-05-18 22:08:00')]",B,2019-05-18 22:51:00,B,2019-05-18 22:28:00,C,2019-05-18 22:20:00,B,2019-05-18 22:55:00,C,2019-05-18 22:08:00,,,,,,
2019-05-18 23:59:00,2,['A' 'A'],"[Timestamp('2019-05-18 23:20:00'), Timestamp('2019-05-18 23:49:00')]",A,2019-05-18 23:20:00,A,2019-05-18 23:49:00,,,,,,,,,,,,
2019-05-19 00:59:00,7,['D' 'B' 'A' 'C' 'D' 'C' 'A'],"[Timestamp('2019-05-19 00:30:00'), Timestamp('2019-05-19 00:17:00'), Timestamp('2019-05-19 00:39:00'), Timestamp('2019-05-19 00:06:00'), Timestamp('2019-05-19 00:18:00'), Timestamp('2019-05-19 00:26:00'), Timestamp('2019-05-19 00:18:00')]",D,2019-05-19 00:30:00,B,2019-05-19 00:17:00,A,2019-05-19 00:39:00,C,2019-05-19 00:06:00,D,2019-05-19 00:18:00,C,2019-05-19 00:26:00,A,2019-05-19 00:18:00,,
2019-05-19 01:59:00,1,['B'],[Timestamp('2019-05-19 01:22:00')],B,2019-05-19 01:22:00,,,,,,,,,,,,,,
2019-05-19 02:59:00,5,['B' 'C' 'C' 'D' 'D'],"[Timestamp('2019-05-19 02:44:00'), Timestamp('2019-05-19 02:27:00'), Timestamp('2019-05-19 02:57:00'), Timestamp('2019-05-19 02:32:00'), Timestamp('2019-05-19 02:53:00')]",B,2019-05-19 02:44:00,C,2019-05-19 02:27:00,C,2019-05-19 02:57:00,D,2019-05-19 02:32:00,D,2019-05-19 02:53:00,,,,,,
2019-05-19 03:59:00,2,['A' 'D'],"[Timestamp('2019-05-19 03:18:00'), Timestamp('2019-05-19 03:13:00')]",A,2019-05-19 03:18:00,D,2019-05-19 03:13:00,,,,,,,,,,,,
2019-05-19 04:59:00,4,['A' 'A' 'C' 'C'],"[Timestamp('2019-05-19 04:53:00'), Timestamp('2019-05-19 04:42:00'), Timestamp('2019-05-19 04:45:00'), Timestamp('2019-05-19 04:46:00')]",A,2019-05-19 04:53:00,A,2019-05-19 04:42:00,C,2019-05-19 04:45:00,C,2019-05-19 04:46:00,,,,,,,,
2019-05-19 05:59:00,5,['D' 'C' 'A' 'C' 'B'],"[Timestamp('2019-05-19 05:58:00'), Timestamp('2019-05-19 05:24:00'), Timestamp('2019-05-19 05:16:00'), Timestamp('2019-05-19 05:44:00'), Timestamp('2019-05-19 05:01:00')]",D,2019-05-19 05:58:00,C,2019-05-19 05:24:00,A,2019-05-19 05:16:00,C,2019-05-19 05:44:00,B,2019-05-19 05:01:00,,,,,,
2019-05-19 06:59:00,5,['B' 'A' 'D' 'D' 'B'],"[Timestamp('2019-05-19 06:18:00'), Timestamp('2019-05-19 06:30:00'), Timestamp('2019-05-19 06:22:00'), Timestamp('2019-05-19 06:31:00'), Timestamp('2019-05-19 06:24:00')]",B,2019-05-19 06:18:00,A,2019-05-19 06:30:00,D,2019-05-19 06:22:00,D,2019-05-19 06:31:00,B,2019-05-19 06:24:00,,,,,,
2019-05-19 07:59:00,3,['C' 'B' 'B'],"[Timestamp('2019-05-19 07:02:00'), Timestamp('2019-05-19 07:18:00'), Timestamp('2019-05-19 07:06:00')]",C,2019-05-19 07:02:00,B,2019-05-19 07:18:00,B,2019-05-19 07:06:00,,,,,,,,,,
2019-05-19 08:59:00,3,['A' 'B' 'A'],"[Timestamp('2019-05-19 08:27:00'), Timestamp('2019-05-19 08:47:00'), Timestamp('2019-05-19 08:35:00')]",A,2019-05-19 08:27:00,B,2019-05-19 08:47:00,A,2019-05-19 08:35:00,,,,,,,,,,
